prompt,country,llm,topic_id,topic_name,topic_volume,topic_intents,topic_visibility,topic_difficulty,brief_response,mentioned_brands_count,sources_count,gap_mentions
any debt,us,google_ai_overview,12011526878869841079,Debt Consolidation and Relief,2391570,informational:56;navigational:4;commercial:37;transactional:3,0,69,"""Any debt"" refers to money owed to another person or business, which typically must be repaid with interest or fees over a specified period. This broad term can encompass...",12,15,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
new hill north carolina,us,google_ai_overview,3166570880380446367,New Hill North Carolina Real Estate and Location,2470,informational:90;navigational:5;commercial:5,0,59,"New Hill is a booming unincorporated community in southwestern Wake County, NC (ZIP: 27562). Located between Apex and Holly Springs, it is undergoing rapid residential ex...",12,7,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
crm for real estate agents,th,google_ai_overview,5808242053214195751,real estate CRM,153,informational:90;navigational:5;commercial:5,0,53,"A real estate CRM is a specialized operational hub that tracks long sales cycles, automates property buyer/seller follow-ups, and integrates directly with MLS databases o...",12,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
how to get apartment without credit,us,google_ai_overview,12420848894839207968,No Credit Check Apartments,96900,informational:75;navigational:4;commercial:16;transactional:5,0,80,"Securing an apartment without a credit history is entirely possible by using your income, savings, or personal reputation to offset the risk to a landlord . The most effe...",12,10,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
yemassee sc 29945,us,google_ai_overview,14275464129779759669,"Yemassee, South Carolina",1650,informational:84;navigational:5;commercial:5;transactional:6,0,73,"Yemassee, SC (Zip Code 29945) is a quiet, historic town of about 1,150 residents nestled across Hampton and Beaufort counties . Situated just off US-17, it is known as th...",12,15,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
comparison home loan interest rates,us,google_ai_overview,14806899137521361291,Mortgage and Interest Rate Tools,9965470,informational:78;navigational:5;commercial:15;transactional:2,0,81,"Current national average mortgage rates are hovering between 6.35% and 6.625% for a 30-year fixed loan, while 15-year fixed loans range from 5.625% to 5.875%. To find you...",12,16,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
phoenix retirement communities,us,google_ai_overview,8893106671505420652,Senior Living and Retirement Communities in Arizona,11160,informational:47;navigational:3;commercial:47;transactional:3,0,58,"Phoenix offers a massive variety of retirement living, ranging from resort-style 55+ active adult neighborhoods to full-service, all-inclusive continuing care retirement ...",12,23,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
cleveland tx 77327,us,google_ai_overview,6261188585451850985,"Cleveland, Texas Location and Map",4720,informational:87;navigational:5;commercial:8,0,65,"Cleveland, Texas (zip code 77327) is a growing city in Liberty County, located about 45 miles north of Downtown Houston . Nestled in the Piney Woods, it offers a blend of...",12,6,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
rixeyville va 22737,us,google_ai_overview,13774425811573076722,Real Estate and Local Services in Rixeyville VA,1000,informational:90;navigational:5;commercial:5,0,62,"Rixeyville, Virginia (ZIP code 22737) is an unincorporated, rural community in Culpeper County , located just 7.4 miles (15 minutes) north of Culpeper, VA. Known for its ...",12,10,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
elmsford,us,google_ai_overview,12026129336202781300,"Elmsford, NY Local Info & Community",2520,informational:90;navigational:5;commercial:5,0,62,"Elmsford is a vibrant, one-square-mile village in Westchester County, New York, located about 25 miles north of Manhattan . Surrounded by major highways like I-287 and th...",12,8,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
will an appraisal raise my taxes,us,google_ai_overview,10524332955312488194,Property Tax Increases and Impact,7660,informational:84;navigational:5;commercial:11,0,70,"A private appraisal obtained for a mortgage, refinance, or home equity line of credit (HELOC) will not directly or automatically raise your taxes. The private appraisal r...",12,23,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
billings montana 59101 united states,us,google_ai_overview,14177020358525011767,"Billings, Montana: City Info & Demographics",117170,informational:87;navigational:5;commercial:8,0,63,"Billings (ZIP code 59101) is Montana's largest city and the economic and medical hub for a vast, multi-state region . Nicknamed the ""Magic City"" due to its rapid growth, ...",12,13,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
how do i buy land,us,google_ai_overview,14923586015411943182,Land Buying and Selling Guide,19450,informational:66;navigational:4;commercial:27;transactional:3,0,63,"Buying land requires a very different approach than buying a pre-existing house. Unlike traditional mortgages, land loans typically demand a higher down payment (20% to 5...",12,11,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
bank of america how much is my house worth,us,google_ai_overview,2494413940693469136,Home and Mortgage Affordability,653170,informational:83;navigational:5;commercial:9;transactional:3,0,84,You can find your estimated property value instantly by entering your address into the free online Bank of America Home Value Tool . How to Use the Bank of America Tool N...,12,16,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
greenich conneticut,us,google_ai_overview,17626698387430563974,Greenwich Localities and Attractions,72980,informational:79;navigational:6;commercial:13;transactional:2,0,63,"Greenwich, Connecticut, located on the Gold Coast of Fairfield County, is the southernmost and westernmost town in the state . Home to about 63,000 residents, it sits rou...",12,14,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
renter background check,us,google_ai_overview,12900527066771437094,Tenant Background and Rental History Checks,149950,informational:81;navigational:5;commercial:13;transactional:1,0,70,"A renter background check evaluates a prospective tenant’s financial stability, criminal record, and eviction history . Landlords typically order these reports through sc...",12,14,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
downtown sacramento california,us,google_ai_overview,4214612465972061390,Sacramento Local Info and Services,254650,informational:77;navigational:7;commercial:15;transactional:1,0,65,"Downtown Sacramento, California, is the bustling metropolitan and governmental heart of the region, bordered by the Sacramento River and 16th Street . It seamlessly blend...",12,18,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
online rental lease,us,google_ai_overview,2381043024786724217,Residential Lease and Rental Agreement Resources,463340,informational:80;navigational:5;commercial:14;transactional:1,0,68,"Online rental leases are legally binding, secure, and fully digital, allowing landlords and tenants to create, sign, and store agreements online using platforms like , , ...",12,16,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
moving company estimates online,us,google_ai_overview,3031340353023782649,Moving Services and Local Movers,505100,informational:57;navigational:4;commercial:31;transactional:8,0,62,"To get an online moving company estimate, visit a moving company's website or a third-party quote service like or and input details about your move, such as origin and de...",12,4,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:0
condominiums waikiki beach,us,google_ai_overview,15796297968027701217,Hawaiian Condos for Sale and Rent,1330,informational:49;navigational:4;commercial:28;transactional:19,0,62,Condominiums in Waikiki offer both permanent residence and short-term vacation rentals . The Waikiki Shore by OUTRIGGER at 2161 Kalia Road is the only condo property situ...,12,16,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
brooklyn greenwood,us,google_ai_overview,4198145163227322171,Greenwood Cemetery and Brooklyn Cemeteries,2740,informational:75;navigational:5;commercial:11;transactional:9,0,54,"Brooklyn's Greenwood (officially known as Greenwood Heights ) is a quiet, historic neighborhood in South Brooklyn . It is anchored by the sprawling Green-Wood Cemetery , ...",12,12,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
houses available for rent near me,us,google_ai_overview,16820037320166020788,Rental Housing Search,2491890,informational:46;navigational:6;commercial:20;transactional:28,0,83,"You can find homes for rent in Lake Charles, LA, through major listing sites like Zillow, Redfin, and Apartments.com, which feature various houses, townhomes, and apartme...",12,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
south dartmouth mass,us,google_ai_overview,10433347597701000440,Dartmouth MA Local Information and Real Estate,8160,informational:77;navigational:13;commercial:9;transactional:1,0,71,"South Dartmouth is an affluent, coastal village in Bristol County, Massachusetts . Known for its scenic views of Buzzards Bay, villages like Nonquitt and Mishaum Point, a...",12,10,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
how do subleases work,us,google_ai_overview,13899907472437957820,subletting and sublease agreements,126710,informational:84;navigational:6;commercial:10,0,70,A sublease is a legal arrangement where an original tenant rents out part or all of their rental property to a new tenant (subtenant) . The original tenant remains legall...,12,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
west valley arizona,us,google_ai_overview,1339711892097106962,West Phoenix and East Valley Arizona,3350,informational:90;navigational:5;commercial:5,0,64,"The West Valley is a booming, highly affordable region in the Phoenix metropolitan area . Bounded generally by I-17 to the east, the Sierra Estrella Mountains to the sout...",12,12,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
new construction homes markham,ca,google_ai_overview,13872137831187895037,Markham Real Estate Listings,280,informational:5;commercial:90;transactional:5,0,44,"Markham's new construction market offers everything from high-rise condos to luxury townhomes and single-family houses . Prices typically span from the $700,000s for cond...",12,12,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
